Date;Solar_Irradiance;Temperature;Humidity;Wind_Speed;Precipitation;Sunlight_Hours;Solar_Energy
20211209;4,02;19,86;77,72;1,01;1,05;5,02;16,39
20211210;3,99;19,5;79,89;0,97;8,78;4,98;16,3
20211211;3,25;19,22;80,45;0,86;1,53;4,07;13,32
20211212;4,24;19,01;81,73;1,44;2,12;5,3;17,38
20211213;5,28;18,93;79,68;1,13;0,73;6,6;21,65
20211214;5,43;19,81;73,64;1,2;0;6,79;22,17
20211215;4,16;19,66;76,14;1,02;0;5,2;17
20211216;4,48;20,13;75,58;1,39;0;5,59;18,25
20211217;4,4;19,58;76,82;1,25;3,34;5,5;17,98
20211218;3,74;19,11;79,05;0,96;3,8;4,68;15,31
20211219;4,51;19,72;75,97;1,41;0,22;5,64;18,43
20211220;5,12;19,79;76,48;1,16;0,61;6,4;20,9
20211221;5,12;19,62;80,52;1,35;1,4;6,4;20,92
20211222;5,37;19,11;82,59;1,59;1,27;6,71;21,99
20211223;4,64;19,48;79,85;1,22;0,73;5,79;18,95
20211224;4,85;18,66;85,86;0,79;1,27;6,06;19,87
20211225;4,77;19,82;78,01;0,73;0,18;5,96;19,46
20211226;5,38;20,25;71,22;0,96;1,67;6,72;21,92
20211227;4,1;19,02;83,06;0,7;6,58;5,13;16,8
20211228;4,71;19,58;78,93;0,82;7,19;5,89;19,25
20211229;3,52;19,68;76,83;0,84;5,45;4,4;14,37
20211230;4,59;19,59;76,31;1,16;1,75;5,73;18,75
20211231;4,7;20,28;73,44;0,9;1,24;5,88;19,16
20220101;4,9;19,16;74,01;1,07;2,78;6,12;20,05
20220102;5,09;18,88;68,05;1,24;4,44;6,36;20,84
20220103;5,55;18,82;74,46;1,29;1,76;6,93;22,74
20220104;5,73;18,99;72,19;1,26;0,98;7,16;23,46
20220105;5,21;18,49;74,13;1,24;3,27;6,51;21,37
20220106;3,7;18,57;72,3;1,21;2,7;4,63;15,2
20220107;5,12;19,04;69,23;0,78;0,79;6,4;20,96
20220108;5,71;19,29;69,17;1,12;0,4;7,14;23,37
20220109;5,45;18,83;76,74;1,27;1,11;6,81;22,32
20220110;3,84;18,83;75,48;1,13;1,43;4,81;15,76
20220111;4,33;18,75;78,02;1,42;0,19;5,41;17,75
20220112;4,26;19,23;75,79;1,07;0,83;5,33;17,45
20220113;3,28;18,06;83,78;0,91;2,82;4,11;13,5
20220114;3,92;18,56;76,82;0,88;0,92;4,9;16,08
20220115;4,38;20,09;65,99;1,48;0,05;5,48;17,88
20220116;5,13;20,19;67,21;1,13;4,53;6,41;20,91
20220117;4,31;19,8;70,2;0,66;1,05;5,39;17,61
20220118;4,33;19,82;73,61;0,77;5,24;5,41;17,67
20220119;5,13;20,07;65,65;2,08;0,29;6,42;20,94
20220120;5,25;20,22;61,13;2,1;0;6,57;21,42
20220121;5,23;20,83;61,5;1,45;0,02;6,54;21,28
20220122;4,83;20,94;65,63;0,67;1,6;6,04;19,64
20220123;4,07;20,59;73,03;0,94;2,59;5,09;16,58
20220124;4,99;20,89;71,29;0,8;3,11;6,23;20,27
20220125;3,79;18,88;78,35;0,9;8,12;4,74;15,53
20220126;3,58;19,62;76,4;0,63;1,21;4,48;14,63
20220127;5,37;19,49;76,03;0,98;2,55;6,72;21,96
20220128;6,18;19,86;71,37;1,38;2,1;7,72;25,23
20220129;6,29;19,62;70,79;1,8;0,36;7,86;25,69
20220130;6,01;19,11;71,96;1,55;0,22;7,52;24,62
20220131;6,21;19,39;66,28;1,32;0,03;7,76;25,39
20220201;5,8;19,76;61,1;1,22;0;7,26;23,71
20220202;4,98;19,94;57,63;1,05;0;6,22;20,31
20220203;5,11;21,31;60,97;0,8;0,03;6,38;20,72
20220204;4,51;19,6;75,39;1,11;4,32;5,63;18,41
20220205;4,34;18,09;85,44;1,05;4,91;5,43;17,84
20220206;3,36;18,67;75,78;0,82;4,41;4,2;13,78
20220207;3,4;19,1;80,12;0,79;9,93;4,25;13,93
20220208;1,74;18,27;85,93;0,7;14,87;2,18;7,17
20220209;3,87;18,02;82,53;0,59;7,52;4,84;15,92
20220210;4,59;19,22;77,81;0,73;3,93;5,73;18,77
20220211;4,95;19,19;77,37;0,94;2,72;6,18;20,24
20220212;5,16;19,5;78,29;0,87;1,12;6,46;21,11
20220213;4,3;20,27;72,23;0,83;0,46;5,38;17,53
20220214;3,51;19,02;70,42;1,12;4,11;4,39;14,39
20220215;4,35;19,46;72,72;0,83;1,43;5,43;17,78
20220216;5,24;19,63;72,58;0,99;4,37;6,55;21,41
20220217;4,7;20,42;69,75;0,88;1,12;5,88;19,15
20220218;3,4;19,83;73,79;1,03;3,54;4,24;13,86
20220219;4;18,38;82,25;0,98;0,97;5;16,41
20220220;4,23;17,87;82,35;1,23;3,95;5,29;17,41
20220221;5,14;18,86;73,63;1,09;2,06;6,43;21,08
20220222;5,54;19,83;67,12;0,96;0,35;6,92;22,61
20220223;4,93;20,5;64,67;0,99;0,05;6,16;20,06
20220224;4,36;19,67;75,54;0,83;1,6;5,46;17,83
20220225;4,06;19,9;79,26;0,74;9,18;5,08;16,59
20220226;3,66;19;83,42;0,55;9,95;4,57;14,98
20220227;3,13;18,78;84;0,72;22,83;3,91;12,83
20220228;3,73;18,05;83,71;0,65;11,96;4,67;15,35
20220301;3,75;19,04;79,06;0,9;5,89;4,69;15,37
20220302;2,6;18,85;82,16;0,93;7,42;3,25;10,67
20220303;4,29;17,91;89,14;0,44;7,03;5,36;17,63
20220304;4,29;18,32;78,31;0,81;6,47;5,36;17,62
20220305;4,27;18,81;83,72;0,7;6,28;5,34;17,52
20220306;3,72;17,75;88,66;0,91;19,01;4,65;15,33
20220307;3,51;17,62;87,48;1,27;7,2;4,39;14,46
20220308;5,05;18,85;78,23;1,06;1,09;6,31;20,69
20220309;6,16;19,07;78,39;1;0,06;7,7;25,21
20220310;4,95;19,05;80,42;1,11;0,46;6,19;20,28
20220311;4,22;17,45;88,82;1,12;7,26;5,28;17,4
20220312;4,86;17,94;77,62;1,1;3,58;6,07;19,98
20220313;4,85;18,12;75,44;1,43;10,39;6,07;19,95
20220314;4,93;17,83;81,75;1;14,19;6,17;20,3
20220315;5,49;18,81;81,44;0,85;6,11;6,87;22,51
20220316;5,19;18,67;84,77;0,64;7,07;6,49;21,28
20220317;4,54;19,53;80,51;0,95;1,72;5,67;18,54
20220318;4,93;19,81;80,47;0,8;3,18;6,16;20,12
20220319;4,84;19,61;78,94;0,74;2,04;6,05;19,77
20220320;4,32;19,96;79,35;0,75;10,25;5,4;17,61
20220321;5,18;19,21;83,85;0,77;12,95;6,47;21,2
20220322;3,96;20,02;80,01;0,79;2,84;4,95;16,17
20220323;4,68;19,65;81,25;0,91;1,98;5,85;19,13
20220324;4,44;19,91;77,46;1,21;5,25;5,55;18,14
20220325;4,06;19,7;79,49;0,88;7,17;5,07;16,57
20220326;3,62;19,48;80,99;0,66;10,58;4,52;14,79
20220327;3,63;18,84;82,38;0,62;7,77;4,54;14,87
20220328;4,6;18,45;83,04;0,76;13;5,76;18,9
20220329;4,59;18,14;83,87;0,65;5,36;5,74;18,87
20220330;4,84;18,95;82,46;0,74;1,51;6,05;19,82
20220331;4,34;19,46;78,23;0,96;4,77;5,42;17,74
20220401;4,64;19,56;76,04;0,73;6,62;5,81;18,98
20220402;4,63;19,73;77,44;0,68;2,22;5,78;18,89
20220403;4,66;19,5;78,26;0,74;9,96;5,83;19,05
20220404;4,88;19,43;80,89;0,67;7,55;6,1;19,95
20220405;4,87;18,92;82,05;0,76;33,89;6,09;19,95
20220406;5,33;19,09;80,44;0,86;8,3;6,66;21,82
20220407;4,17;19,21;80,82;0,89;6,37;5,21;17,05
20220408;4,38;19,29;80,9;0,73;1,21;5,48;17,92
20220409;4,54;19,28;83,26;0,67;17,92;5,67;18,57
20220410;5,1;19,33;80,39;0,88;3,19;6,37;20,85
20220411;4,76;19,43;81,35;0,85;5,85;5,95;19,47
20220412;4,05;19,76;74,84;2,05;2,03;5,06;16,54
20220413;4,15;20,27;74,57;1,16;1,02;5,19;16,92
20220414;4,69;20,28;74,74;1,04;0,23;5,86;19,11
20220415;4,75;19,52;79,84;1,09;1,56;5,93;19,41
20220416;4,43;19,45;81,03;0,92;5,59;5,54;18,12
20220417;3,72;18,69;83,02;0,96;4,18;4,65;15,27
20220418;3,82;18,82;82,81;0,93;11,23;4,78;15,66
20220419;3,6;17,82;84,81;0,99;25,47;4,5;14,83
20220420;3,46;17,71;84,54;0,56;8,69;4,33;14,26
20220421;4,12;17,14;88,42;1,45;3,05;5,15;17,01
20220422;4,6;17,55;85,3;1,58;1,82;5,75;18,93
20220423;4,41;17,53;86,01;1,66;3,96;5,52;18,18
20220424;4,5;17,79;84,7;0,68;11,57;5,63;18,53
20220425;3,02;18,12;83,91;0,76;10,59;3,78;12,42
20220426;5,28;18,72;83,13;0,84;14,14;6,6;21,66
20220427;3,91;18,81;83,12;0,83;9,71;4,89;16,03
20220428;2,84;18,29;86,11;0,75;23,69;3,55;11,67
20220429;3,91;19,1;82,08;1,23;9,44;4,88;16
20220430;4,4;18,26;79,28;1,91;9,07;5,5;18,07
20220501;5,71;18,2;78,15;1,03;5,19;7,14;23,46
20220502;5,35;19,08;76,8;0,83;1,56;6,69;21,91
20220503;6,14;19,94;74,84;1,16;0,18;7,68;25,08
20220504;6,17;19,45;72,63;1,19;2,06;7,71;25,22
20220505;2,07;18,88;80,53;0,83;19,16;2,59;8,5
20220506;4,59;18,74;81,86;0,66;8,06;5,73;18,81
20220507;3,14;18,64;84,35;1,11;17,35;3,93;12,9
20220508;5,63;18,83;82,77;1,04;2,12;7,03;23,06
20220509;4,96;19,1;81,14;1,04;7,47;6,21;20,33
20220510;4,93;19,02;83,78;1,01;24,54;6,16;20,2
20220511;4,26;18,72;87,93;0,79;10,87;5,32;17,47
20220512;4,77;18,61;86,46;0,64;21,24;5,96;19,56
20220513;4,41;19;82,45;0,92;9,26;5,51;18,05
20220514;2,91;18,59;83,01;0,89;8,91;3,64;11,96
20220515;5,18;19,32;82,49;0,81;24,71;6,47;21,19
20220516;4,02;18,72;82,48;1,2;31,35;5,02;16,47
20220517;3,77;18,7;81,98;0,91;6,73;4,71;15,45
20220518;1,98;18,86;82,15;0,63;28,94;2,47;8,11
20220519;4,62;18,1;84,94;0,96;11,19;5,78;19,01
20220520;4,69;18,51;81,82;0,68;0,29;5,86;19,26
20220521;4,18;18,91;80,11;0,78;2,58;5,22;17,12
20220522;6,02;19,36;73,62;1,03;11,61;7,53;24,63
20220523;4,63;19,08;77,89;0,7;12,75;5,79;18,97
20220524;4;18,86;82,4;0,84;7,98;5;16,4
20220525;4,61;18,72;79,98;1,63;5,72;5,76;18,9
20220526;4,17;18,13;81,54;1,44;5,1;5,21;17,14
20220527;4,65;17,46;79,88;1,99;3,41;5,82;19,18
20220528;4,1;17,72;78,79;1,42;10,48;5,12;16,87
20220529;4,23;18,11;79,16;0,92;8,52;5,29;17,4
20220530;3,85;18,64;79,42;0,85;5,43;4,81;15,8
20220531;4,51;18,24;84,66;0,68;4,24;5,64;18,55
20220601;4,42;18,35;83,33;0,63;2,4;5,52;18,14
20220602;3,91;18,68;80,52;0,48;7,01;4,89;16,04
20220603;3,37;17,39;87,31;0,71;19,58;4,22;13,91
20220604;3,93;17,63;87,18;0,54;12,56;4,91;16,17
20220605;4,74;17,8;84,81;0,79;8,82;5,93;19,52
20220606;4,37;18,61;81,73;0,85;23,58;5,46;17,91
20220607;4,41;17,88;86,07;0,95;10,16;5,51;18,15
20220608;4,57;18,3;83,1;0,89;0,56;5,71;18,76
20220609;3,99;18,15;83,81;0,95;0,33;4,99;16,4
20220610;4,72;18,53;82,53;0,9;10,84;5,9;19,36
20220611;3,05;17,76;84,33;0,97;7,75;3,82;12,57
20220612;4,26;17,67;81,56;1,39;8,31;5,33;17,54
20220613;3,78;17,72;80,53;1,2;6,7;4,72;15,55
20220614;4,58;17,35;82,1;1,15;2,46;5,72;18,86
20220615;4,44;17,95;77,4;0,87;1,73;5,54;18,24
20220616;3,76;17,87;80,42;0,78;2,83;4,7;15,48
20220617;3,42;18,31;82,62;0,64;4,07;4,27;14,03
20220618;4,34;18,02;84,31;0,8;10,25;5,43;17,86
20220619;4,16;17,87;79,7;1,06;5,8;5,21;17,13
20220620;4,14;17,4;80,66;1,14;7,84;5,18;17,07
20220621;4,41;17,65;81,93;1,02;10,71;5,51;18,17
20220622;4,55;18,3;78,63;1,22;8,78;5,68;18,68
20220623;2,64;18,29;77,3;1,03;3,48;3,3;10,84
20220624;4,14;18,14;78,87;1,24;3,83;5,17;17
20220625;4,34;17,4;81,17;1,18;1,45;5,42;17,87
20220626;3,9;16,61;82,1;1,25;5,24;4,88;16,13
20220627;4,64;17,48;80,91;0,62;3,49;5,8;19,12
20220628;4,98;18,37;81,84;0,48;8,14;6,22;20,43
20220629;4,2;18,3;82,23;0,59;7,22;5,25;17,24
20220630;4,72;18,41;79,35;0,9;1,37;5,9;19,38
20220701;4,8;17,98;81,16;0,74;6,3;6;19,75
20220702;4,14;18,25;80,01;0,97;6,03;5,17;17
20220703;4,63;18,56;78,03;2,13;3,82;5,79;19
20220704;4,05;18,49;78,82;1,68;2,74;5,06;16,63
20220705;4,78;17,85;79,22;1,08;0,45;5,97;19,65
20220706;4,89;17,79;77,54;1,3;0,09;6,12;20,14
20220707;4,38;18,24;77,49;1,38;7,9;5,48;18,01
20220708;2,57;18,2;78,65;1,62;21,57;3,21;10,56
20220709;4,99;18,55;78,94;1,51;12,03;6,24;20,48
20220710;4,23;18,45;78,09;0,82;12,76;5,29;17,38
20220711;3,68;18,26;82,09;0,64;4,79;4,6;15,13
20220712;4,35;18,18;80,6;1,03;8,68;5,43;17,86
20220713;4,51;18,36;77,13;1,09;3,82;5,64;18,53
20220714;4,99;18,6;78,76;0,88;3,03;6,23;20,45
20220715;4,91;19,26;80,74;0,9;4,73;6,14;20,11
20220716;4,9;18,87;77,5;0,75;2,35;6,12;20,07
20220717;3,86;17,93;78,63;1,83;4,14;4,83;15,89
20220718;4,44;16,96;78,93;1,87;1,38;5,55;18,32
20220719;4,86;17,45;78,81;1,58;10,62;6,08;20,03
20220720;4,64;17,45;81,8;1,37;4,78;5,8;19,13
20220721;4,15;17,96;79,3;1,39;0,71;5,19;17,07
20220722;4,53;18,51;79,9;0,57;3,44;5,66;18,59
20220723;4,09;18,73;81,86;1,04;4,81;5,12;16,78
20220724;4,51;18,68;78,92;0,94;12,4;5,64;18,51
20220725;3,42;18,08;79,59;0,95;4,96;4,27;14,05
20220726;3,99;18,02;82,51;0,57;8,95;4,98;16,39
20220727;3,91;17,91;82,65;0,73;33,91;4,89;16,08
20220728;4,45;17,62;81,11;0,95;6,97;5,56;18,33
20220729;4,87;18,04;77,83;1;2,94;6,09;20,02
20220730;5,57;18,2;79,02;0,96;13,03;6,96;22,88
20220731;4,69;18,61;79,53;1,02;14,18;5,87;19,26
20220801;4,92;18,57;81,54;0,66;7,18;6,15;20,19
20220802;3,78;18,23;80,27;1,13;15,36;4,72;15,52
20220803;4,6;18,32;79,52;1,19;2,75;5,76;18,91
20220804;4,15;18,35;77,83;1,02;1,31;5,18;17,03
20220805;4,19;18,11;76,88;1,11;28,05;5,23;17,2
20220806;4,44;17,78;77,1;1,41;1,36;5,55;18,26
20220807;5,16;18,27;75,35;1,24;0,02;6,45;21,2
20220808;5,94;18,39;76,26;1,51;4,15;7,43;24,4
20220809;3,3;18,58;77,81;1,19;1,71;4,12;13,53
20220810;4,51;17,47;81,43;1,53;0,38;5,64;18,59
20220811;5,56;17,9;75,87;1,39;0,05;6,94;22,86
20220812;5,83;18,39;79,99;0,77;23,79;7,28;23,92
20220813;3,76;18,06;81,2;0,72;18,07;4,7;15,47
20220814;4,45;18,28;80,58;1,12;14,27;5,56;18,27
20220815;4,61;18,11;76,33;1,18;2,22;5,76;18,94
20220816;5,5;18,42;75,15;0,79;3,6;6,88;22,59
20220817;6,53;19,09;74,8;0,97;0,19;8,16;26,72
20220818;6,61;19,13;74,08;1,02;0,28;8,27;27,07
20220819;5,94;18,72;77,25;1,32;10,17;7,43;24,37
20220820;3,67;17,95;80,15;1,76;9,64;4,58;15,08
20220821;4,86;17,65;81,52;1,34;0,71;6,08;20,01
20220822;3,95;17,51;79,6;1,62;0,12;4,94;16,28
20220823;5,83;17,44;75,33;1,54;0,06;7,29;24,04
20220824;5,53;17,42;75,6;1,63;0,02;6,91;22,79
20220825;4,25;18,08;75,15;1,1;0,45;5,31;17,47
20220826;4,34;18,09;78,4;0,94;1,24;5,42;17,83
20220827;5,14;18,34;77,73;1,05;0,71;6,42;21,09
20220828;4,42;17,14;77,11;1,63;2,47;5,53;18,25
20220829;3,44;16,9;78,69;1,75;8,14;4,3;14,21
20220830;5,9;18,04;76,06;1,32;2,04;7,38;24,26
20220831;5,03;18,89;76,77;0,74;2,08;6,28;20,6
20220901;4,72;18,37;83,04;0,7;4,42;5,9;19,38
20220902;3,69;19,16;81,32;0,75;6,33;4,61;15,09
20220903;4,17;18,4;82,78;1,64;10,65;5,21;17,1
20220904;3,9;18,09;78,58;1,81;1,7;4,88;16,05
20220905;4,19;18,09;76,51;1,63;0,17;5,24;17,23
20220906;4,58;18,08;77,48;1,18;0,33;5,72;18,82
20220907;5,26;18,75;76,28;1,08;0,05;6,57;21,55
20220908;5,53;18,39;77,63;0,75;2,48;6,92;22,72
20220909;4,15;19,34;76,83;1,02;1,47;5,19;16,98
20220910;4,39;19,38;75,26;1,82;1,59;5,49;17,97
20220911;5,69;18,75;75,25;1,23;0,12;7,11;23,33
20220912;5,21;18,79;78,4;0,8;1,28;6,51;21,36
20220913;5,05;18,8;75,61;1,22;5,81;6,32;20,72
20220914;4,74;18,91;77,54;0,95;3,45;5,92;19,4
20220915;5,73;19,08;77,2;0,85;7,71;7,16;23,45
20220916;3,22;18,93;78,11;1,08;9,33;4,02;13,18
20220917;5,1;18,7;74,46;1,09;1,03;6,38;20,91
20220918;4,06;19,03;76,73;0,64;1,01;5,07;16,62
20220919;4,36;18,18;82,16;0,62;9,73;5,46;17,93
20220920;5,67;18,45;83,41;0,5;8,2;7,09;23,27
20220921;3,54;18,02;83,99;0,52;6,63;4,42;14,54
20220922;4,35;17,67;85,11;0,7;3,97;5,44;17,91
20220923;5,69;18,82;78,9;0,67;8,9;7,12;23,33
20220924;4,97;18,53;77,61;1,25;13,12;6,21;20,38
20220925;5,48;18,65;72,59;0,78;0,19;6,85;22,48
20220926;5,75;19,13;72,37;1,04;0,03;7,19;23,55
20220927;5,69;18,86;74,51;1,01;0,02;7,11;23,3
20220928;3,95;18,81;77,24;0,77;2,75;4,94;16,19
20220929;4,96;19,13;76,75;0,9;1,56;6,2;20,31
20220930;4,34;18,69;79,27;1,17;21,06;5,43;17,81
20221001;4,04;17,49;79,91;1,68;7,68;5,05;16,66
20221002;5,39;17,61;76,51;1,84;0,37;6,74;22,2
20221003;5,95;18,21;75,75;1,05;3,08;7,44;24,44
20221004;5,24;18,93;78,89;0,66;2,16;6,55;21,46
20221005;5,37;18,13;88,04;0,84;12,9;6,71;22,07
20221006;4,57;18,43;87,04;0,83;11,44;5,72;18,77
20221007;5,53;18,16;81,94;1,1;16,35;6,91;22,72
20221008;4,35;18,2;77,93;1,18;11,09;5,43;17,86
20221009;4,77;18,37;79,04;0,57;0,67;5,96;19,59
20221010;5,87;18,73;76,82;1,38;0,13;7,33;24,06
20221011;4,28;18,48;77,13;1,32;0,12;5,35;17,56
20221012;4,96;19,3;73,71;0,63;0,26;6,21;20,31
20221013;4,95;17,52;90,46;1,04;7,44;6,18;20,38
20221014;5,21;18,8;83,78;1,19;1,34;6,51;21,34
20221015;4,11;19,18;82,31;0,97;6,99;5,14;16,83
20221016;4,83;18,85;83,53;0,76;8,32;6,04;19,79
20221017;5,05;18,27;88,09;0,61;10,06;6,31;20,74
20221018;4,37;18,38;87,26;0,58;12,04;5,46;17,93
20221019;4,57;18,62;86,67;1,01;29,62;5,71;18,75
20221020;3,39;18,36;82,87;0,78;16,14;4,24;13,93
20221021;4,37;18,11;86,41;1,45;3,77;5,46;17,95
20221022;4,56;18,58;86,51;1,07;7,94;5,7;18,7
20221023;4,18;18,08;87,92;0,9;22,77;5,22;17,17
20221024;4,43;18,62;84,01;0,81;4,26;5,54;18,17
20221025;4,92;18,08;87,84;0,92;5,37;6,15;20,22
20221026;3,93;18,51;86,13;0,95;16,74;4,92;16,15
20221027;4,43;18,15;85,93;1,4;7,35;5,54;18,2
20221028;4,47;17,8;87,82;1,17;15,06;5,59;18,41
20221029;4,69;17,81;85,6;1,48;10,44;5,86;19,29
20221030;5,63;18,11;81,88;1,58;0,66;7,04;23,16
20221031;5,97;18,18;82,98;1,15;0,04;7,46;24,53
20221101;5,52;18,94;83,39;0,9;4,99;6,9;22,63
20221102;2,27;18,49;80,64;1,55;14,3;2,83;9,3
20221103;5,17;17,75;85,86;1,21;9,75;6,47;21,29
20221104;4,97;17,79;83,3;1,03;4,3;6,21;20,45
20221105;3,8;17,45;89,34;1,01;0,7;4,75;15,65
20221106;4,4;17,88;89,45;1,01;9,62;5,5;18,12
20221107;3,97;18,18;89,02;0,79;11,25;4,97;16,33
20221108;4,94;18,29;85,46;0,64;15,55;6,17;20,28
20221109;4,99;17,77;88,92;0,85;20,83;6,24;20,54
20221110;4,01;17,08;89,19;0,88;1,84;5,01;16,55
20221111;4,25;17,31;89,87;1,05;10,97;5,32;17,53
20221112;4,71;17,45;88,97;1,14;4,19;5,88;19,39
20221113;5,2;18,4;88,03;0,98;3,2;6,5;21,35
20221114;4,46;18,66;86,13;0,82;2,71;5,58;18,31
20221115;4,6;18,69;85,84;1,02;3,97;5,75;18,85
20221116;4,18;18,92;81,67;0,74;2,2;5,22;17,11
20221117;4,46;18,15;84,78;0,8;4,01;5,57;18,32
20221118;3,82;17,41;91,41;0,63;3,28;4,78;15,75
20221119;4,88;18,68;86,49;0,55;2,14;6,1;20
20221120;3,69;19,22;84,92;0,83;6,32;4,61;15,1
20221121;5,62;19,03;87,31;1,36;1,92;7,02;23,02
20221122;4,7;17,93;89,97;1,3;1,56;5,87;19,31
20221123;4,8;17,71;85,63;1,14;3,2;6;19,75
20221124;4,81;18,09;87,12;0,8;3,88;6,01;19,76
20221125;4,54;18,45;86,88;0,48;0,57;5,68;18,65
20221126;4,05;17,44;87,9;0,89;7,78;5,06;16,68
20221127;3,07;17,83;89,1;0,59;4,35;3,84;12,64
20221128;4,05;16,75;90,99;1,03;10,99;5,06;16,73
20221129;4,53;16,77;85,44;1,13;6,35;5,66;18,72
20221130;3,48;16,93;87,2;1,99;2,47;4,35;14,37
20221201;6,05;16,96;88,32;1,82;1,2;7,56;24,98
20221202;6,09;17,06;88,42;1,19;0,63;7,61;25,13
20221203;5,27;17,18;86,12;0,89;1,17;6,59;21,75
20221204;4,81;16,67;90,5;1,16;10,81;6,01;19,88
20221205;4,67;17,02;85,35;1,03;8,19;5,84;19,29
20221206;4,57;17,29;89,17;0,8;10,37;5,71;18,84
20221207;3,64;17,16;88,91;0,71;3,88;4,55;15,01
20221208;4,11;17,65;87,5;0,81;0,7;5,14;16,92
20221209;4,59;18,47;80,85;0,72;0,3;5,74;18,84
20221210;3,92;17,98;83,22;0,63;0,25;4,9;16,11
20221211;4,21;17,86;84,7;0,69;3,19;5,26;17,32
20221212;5,27;18,34;82,72;0,64;2,23;6,59;21,66
20221213;3,97;18,26;82,38;0,7;4,07;4,96;16,31
20221214;4,14;18,31;78,25;1,39;1,52;5,18;17,02
20221215;5,04;18,62;79,43;1,11;0,15;6,3;20,67
20221216;5,77;18,64;77,5;1,03;0,5;7,22;23,69
20221217;5,52;19,07;77,92;0,96;1,65;6,9;22,61
20221218;4,78;18,22;79,95;1,04;2,8;5,97;19,62
20221219;5,59;18,36;77,03;1,05;0,24;6,98;22,93
20221220;5,35;18,31;75,32;1,27;0;6,69;21,97
20221221;5,18;17,96;77,78;0,88;0,44;6,48;21,31
20221222;5,32;19,15;78,93;0,85;0,3;6,65;21,78
20221223;5,23;19,03;80,41;0,68;1,14;6,54;21,43
20221224;5,16;18,31;78,47;1;1,15;6,44;21,17
20221225;5,72;17,85;75,14;1,05;4,08;7,15;23,52
20221226;4,94;17,35;75,08;0,8;6,18;6,17;20,36
20221227;5,6;17,65;78,42;0,85;0,33;6,99;23,04
20221228;5,34;18,23;86,86;0,54;0,61;6,67;21,93
20221229;5,29;17,76;87,51;0,94;0,5;6,61;21,77
20221230;5,5;18,78;83,69;0,94;0,15;6,88;22,55
20221231;3,99;18,61;82,35;0,96;2,02;4,98;16,36
